ID,Title,Author,Price ($),Stock
16797,Tanets s drakonami [Podarochnoe izdanie],Dzhordzh R. R. Martin,15.11,37
16798,Vedmak: Poslednee zhelanie [Podarochnoe izdanie],Andzhey Sapkovskiy,8.53,54
16799,Vedmak: Mech Prednaznacheniya [Podarochnoe izdanie],Andzhey Sapkovskiy,8.71,11
16800,Vedmak: Krov elfov [Podarochnoe izdanie],Andzhey Sapkovskiy,9.07,28
16801,Kladbishche domashnikh zhivotnykh [Podarochnoe izdanie],Stiven King,9.24,52
16802,Siyanie [Podarochnoe izdanie],Stiven King,9.78,71
16803,Ono [Podarochnoe izdanie],Stiven King,15.82,35
16804,Temnaya bashnya: Strelok [Podarochnoe izdanie],Stiven King,8.53,61
16805,Zelenaya milya [Podarochnoe izdanie],Stiven King,9.07,36
16806,11/22/63 [Podarochnoe izdanie],Stiven King,14.04,89
16807,Kod da Vinchi [Podarochnoe izdanie],Den Braun,8.71,68
16808,Angely i demony [Podarochnoe izdanie],Den Braun,8.53,64
16809,Inferno [Podarochnoe izdanie],Den Braun,9.24,31
16810,Alkhimik [Podarochnoe izdanie],Paulo Koelo,6.76,48
16811,Ten vetra [Podarochnoe izdanie],Karlos Ruis Safon,9.60,2
16812,Tsvety dlya Eldzhernona [Podarochnoe izdanie],Deniel Kiz,8.00,63
16813,Mnozhestvennye umy Billi Milligana [Podarochnoe izdanie],Deniel Kiz,9.07,93
16814,Shantaram [Podarochnoe izdanie],Gregori Devid Roberts,13.87,50
16815,"Esh, molis, lyubi [Podarochnoe izdanie]",Elizabet Gilbert,7.82,47
16816,Begushchiy za vetrom [Podarochnoe izdanie],Khaled Khosseyni,8.71,97
16817,Tysyacha siyayushchikh solntsa [Podarochnoe izdanie],Khaled Khosseyni,9.07,69
16818,Oblachnyy atlas [Podarochnoe izdanie],Devid Mitchell,9.96,91
16819,Zadacha trekh tel [Podarochnoe izdanie],Lyu Tsysin,10.49,13
16820,Tyomnyy les [Podarochnoe izdanie],Lyu Tsysin,11.02,57
16821,Vechnaya zhizn Smerti [Podarochnoe izdanie],Lyu Tsysin,12.09,28
16822,Klara i Solntse [Podarochnoe izdanie],Kadzuo Isiguro,9.24,73
16823,Ne otpuskay menya [Podarochnoe izdanie],Kadzuo Isiguro,8.53,3
16824,Ostatok dnya [Podarochnoe izdanie],Kadzuo Isiguro,8.36,50
16825,Okhota na ovets [Podarochnoe izdanie],Kharuki Murakami,8.71,98
16826,Norvezhskiy les [Podarochnoe izdanie],Kharuki Murakami,8.53,29
16827,Kafka na plyazhe [Podarochnoe izdanie],Kharuki Murakami,9.78,57
16828,1Q84 [Podarochnoe izdanie],Kharuki Murakami,12.80,47
16829,S.N.U.F.F. [Podarochnoe izdanie],Viktor Pelevin,9.07,61
16830,Generation «P» [Podarochnoe izdanie],Viktor Pelevin,8.18,72
16831,Chapaev i Pustota [Podarochnoe izdanie],Viktor Pelevin,8.53,13
16832,Lavr [Podarochnoe izdanie],Evgeniy Vodolazkin,9.42,82
16833,Aviator [Podarochnoe izdanie],Evgeniy Vodolazkin,9.07,39
16834,Zuleykha otkryvaet glaza [Podarochnoe izdanie],Guzel Yakhina,9.24,42
16835,Deti moi [Podarochnoe izdanie],Guzel Yakhina,9.60,18
16836,Eshelon na Samarkand [Podarochnoe izdanie],Guzel Yakhina,9.78,80
16837,The Bible [Myagkaya oblozhka],Holy Scripture,22.00,10
16838,Epic of Gilgamesh [Myagkaya oblozhka],Unknown,8.25,12
16839,Iliad [Myagkaya oblozhka],Homer,10.08,71
16840,Odyssey [Myagkaya oblozhka],Homer,10.27,21
16841,Mahabharata [Myagkaya oblozhka],Vyasa,27.50,26
16842,Ramayana [Myagkaya oblozhka],Valmiki,15.58,62
16843,Tao Te Ching [Myagkaya oblozhka],Laozi,6.97,75
16844,The Art of War [Myagkaya oblozhka],Sun Tzu,6.42,31
16845,The Republic [Myagkaya oblozhka],Plato,8.80,10
16846,Poetics [Myagkaya oblozhka],Aristotle,7.70,18
16847,Nicomachean Ethics [Myagkaya oblozhka],Aristotle,8.98,51
16848,Aeneid [Myagkaya oblozhka],Virgil,9.35,78
16849,Metamorphoses [Myagkaya oblozhka],Ovid,9.72,60
16850,Meditations [Myagkaya oblozhka],Marcus Aurelius,7.15,66
16851,Commentaries on the Gallic War [Myagkaya oblozhka],Julius Caesar,8.07,92
16852,Annals [Myagkaya oblozhka],Tacitus,11.00,72
16853,Confessions [Myagkaya oblozhka],Augustine of Hippo,8.62,97
16854,The City of God [Myagkaya oblozhka],Augustine of Hippo,16.32,29
16855,Shahnameh [Myagkaya oblozhka],Ferdowsi,20.17,7
16856,Primary Chronicle [Myagkaya oblozhka],Nestor the Chronicler,9.53,98
16857,Slovo o polku Igoreve [Myagkaya oblozhka],Unknown,5.50,63
16858,The Divine Comedy [Myagkaya oblozhka],Dante Alighieri,13.75,32
16859,Dekameron [Myagkaya oblozhka],Dzhovanni Bokkachcho,12.47,52
16860,Kenterberiyskie rasskazy [Myagkaya oblozhka],Dzheffri Choser,11.37,39
16861,Pokhvala gluposti [Myagkaya oblozhka],Erazm Rotterdamskiy,7.52,94
16862,Gosudar [Myagkaya oblozhka],Nikkolo Makiavelli,6.97,43
16863,Utopiya [Myagkaya oblozhka],Tomas Mor,6.60,19
16864,Gargantyua i Pantagryuel [Myagkaya oblozhka],Fransua Rable,14.48,4
16865,Opyty [Myagkaya oblozhka],Mishel de Monten,15.58,41
16866,Don Kikhot [Myagkaya oblozhka],Migel de Servantes,16.32,88
16867,Hamlet [Myagkaya oblozhka],William Shakespeare,6.42,72
16868,Romeo i Dzhuletta [Myagkaya oblozhka],William Shakespeare,5.87,76
16869,Makbet [Myagkaya oblozhka],William Shakespeare,6.05,52
16870,Korol Lir [Myagkaya oblozhka],William Shakespeare,6.23,0
16871,Otello [Myagkaya oblozhka],William Shakespeare,6.05,34
16872,Sonety [Myagkaya oblozhka],William Shakespeare,5.32,88
16873,Poteryannyy ray [Myagkaya oblozhka],Dzhon Milton,10.63,26
16874,Zhizn est son [Myagkaya oblozhka],Pedro Kalderon,6.78,96
16875,Tartyuf [Myagkaya oblozhka],Moler,5.68,71
16876,Meshchanin vo dvoryanstve [Myagkaya oblozhka],Moler,5.50,62
16877,Mysli [Myagkaya oblozhka],Blez Paskal,8.43,69
16878,Priklyucheniya Robinzona Kruzo [Myagkaya oblozhka],Daniel Defo,8.25,63
16879,Puteshestviya Gullivera [Myagkaya oblozhka],Dzhonatan Svift,8.80,40
16880,"Zadig, ili Sudba [Myagkaya oblozhka]",Volter,6.42,83
16881,"Kandid, ili Optimizm [Myagkaya oblozhka]",Volter,6.23,30
16882,Obshchestvennyy dogovor [Myagkaya oblozhka],Zhan-Zhak Russo,7.70,41
16883,Confessions [Myagkaya oblozhka],Zhan-Zhak Russo,10.08,59
16884,Issledovanie o prirode i prichinakh bogatstva narodov [Myagkaya oblozhka],Adam Smit,17.97,90
16885,Kritika chistogo razuma [Myagkaya oblozhka],Immanuil Kant,16.87,61
16886,Stradaniya molodogo Vertera [Myagkaya oblozhka],Iogann Volfgang fon Gyote,6.97,65
16887,Faust [Myagkaya oblozhka],Iogann Volfgang fon Gyote,11.92,71
16888,Razboyniki [Myagkaya oblozhka],Fridrikh Shiller,6.60,94
16889,Puteshestvie iz Peterburga v Moskvu [Myagkaya oblozhka],Aleksandr Radishchev,7.15,93
16890,Eugene Onegin [Myagkaya oblozhka],Alexander Pushkin,7.33,10
16891,Kapitanskaya dochka [Myagkaya oblozhka],Alexander Pushkin,6.42,13
16892,Pikovaya dama [Myagkaya oblozhka],Alexander Pushkin,5.13,54
16893,Mednyy vsadnik [Myagkaya oblozhka],Alexander Pushkin,4.58,89
16894,Boris Godunov [Myagkaya oblozhka],Alexander Pushkin,5.87,9
16895,Geroy nashego vremeni [Myagkaya oblozhka],Mikhail Lermontov,6.97,48
16896,Mtsyri [Myagkaya oblozhka],Mikhail Lermontov,4.95,16
16897,Demon [Myagkaya oblozhka],Mikhail Lermontov,4.77,96
16898,Revizor [Myagkaya oblozhka],Nikolai Gogol,6.42,1
16899,Dead Souls [Myagkaya oblozhka],Nikolai Gogol,8.80,20
16900,Shinel [Myagkaya oblozhka],Nikolai Gogol,5.32,66
16901,Taras Bulba [Myagkaya oblozhka],Nikolai Gogol,6.23,95
16902,Fathers and Sons [Myagkaya oblozhka],Ivan Turgenev,7.70,15
16903,Zapiski okhotnika [Myagkaya oblozhka],Ivan Turgenev,8.25,21
16904,Dvoryanskoe gnezdo [Myagkaya oblozhka],Ivan Turgenev,7.15,25
16905,Oblomov [Myagkaya oblozhka],Ivan Goncharov,9.53,56
16906,Crime and Punishment [Myagkaya oblozhka],Fyodor Dostoevsky,10.63,14
16907,Idiot [Myagkaya oblozhka],Fyodor Dostoevsky,11.37,4
16908,Bratya Karamazovy [Myagkaya oblozhka],Fyodor Dostoevsky,13.75,54
16909,Besy [Myagkaya oblozhka],Fyodor Dostoevsky,12.47,63
16910,Zapiski iz podpolya [Myagkaya oblozhka],Fyodor Dostoevsky,6.97,21
16911,Igrok [Myagkaya oblozhka],Fyodor Dostoevsky,6.60,80
16912,War and Peace [Myagkaya oblozhka],Leo Tolstoy,22.00,67
16913,Anna Karenina [Myagkaya oblozhka],Leo Tolstoy,14.30,62
16914,Voskresenie [Myagkaya oblozhka],Leo Tolstoy,10.08,17
16915,Smert Ivana Ilicha [Myagkaya oblozhka],Leo Tolstoy,5.68,95
16916,Kreytserova sonata [Myagkaya oblozhka],Leo Tolstoy,5.87,70
16917,Groza [Myagkaya oblozhka],Aleksandr Ostrovskiy,5.87,53
16918,Bespridannitsa [Myagkaya oblozhka],Aleksandr Ostrovskiy,6.05,51
16919,Levsha [Myagkaya oblozhka],Nikolay Leskov,5.32,1
16920,Ocharovannyy strannik [Myagkaya oblozhka],Nikolay Leskov,6.23,37
16921,Komu na Rusi zhit khorosho [Myagkaya oblozhka],Nikolay Nekrasov,6.97,15
16922,Palata № 6 [Myagkaya oblozhka],Anton Chekhov,5.68,55
16923,Vishnevyy sad [Myagkaya oblozhka],Anton Chekhov,6.05,37
16924,Chayka [Myagkaya oblozhka],Anton Chekhov,5.87,92
16925,Dyadya Vanya [Myagkaya oblozhka],Anton Chekhov,5.68,86
16926,Tri sestry [Myagkaya oblozhka],Anton Chekhov,5.87,34
16927,Dama s sobachkoy [Myagkaya oblozhka],Anton Chekhov,5.32,66
16928,Pride and Prejudice [Myagkaya oblozhka],Jane Austen,8.25,41
16929,Razum i chuvstva [Myagkaya oblozhka],Jane Austen,8.07,78
16930,Frankenshteyn [Myagkaya oblozhka],Meri Shelli,7.70,47
16931,"Frankenshteyn, ili Sovremennyy Prometey [Myagkaya oblozhka]",Meri Shelli,7.88,72
16932,Ayvengo [Myagkaya oblozhka],Valter Skott,8.98,83
16933,Krasnoe i chernoe [Myagkaya oblozhka],Stendal,10.27,21
16934,Parmskaya obitel [Myagkaya oblozhka],Stendal,10.63,18
16935,Otets Gorio [Myagkaya oblozhka],Onore de Balzak,8.80,37
16936,Evgeniya Grande [Myagkaya oblozhka],Onore de Balzak,8.25,66
16937,The Count of Monte Cristo [Myagkaya oblozhka],Alexandre Dumas,16.32,87
16938,Tri mushketera [Myagkaya oblozhka],Alexandre Dumas,11.92,26
16939,Dvadtsat let spustya [Myagkaya oblozhka],Alexandre Dumas,12.28,78
16940,Sobor Parizhskoy Bogomateri [Myagkaya oblozhka],Victor Hugo,10.63,91
16941,Les Miserables [Myagkaya oblozhka],Victor Hugo,17.42,47
16942,"Chelovek, kotoryy smeetsya [Myagkaya oblozhka]",Victor Hugo,10.82,66
16943,Dzheyn Eyr [Myagkaya oblozhka],Sharlotta Bronte,8.80,77
16944,Grozovoy pereval [Myagkaya oblozhka],Emili Bronte,8.62,32
16945,Yarmarka tshcheslaviya [Myagkaya oblozhka],Uilyam Tekkerey,12.65,60
16946,Oliver Twist [Myagkaya oblozhka],Charles Dickens,8.98,59
16947,David Kopperfild [Myagkaya oblozhka],Charles Dickens,12.47,26
16948,Povest o dvukh gorodakh [Myagkaya oblozhka],Charles Dickens,9.35,42
16949,Bolshie nadezhdy [Myagkaya oblozhka],Charles Dickens,9.53,95
16950,Rozhdestvenskaya pesnya [Myagkaya oblozhka],Charles Dickens,5.87,92
16951,Moby-Dick [Myagkaya oblozhka],Herman Melville,11.18,17
16952,Madam Bovari [Myagkaya oblozhka],Gyustav Flober,8.98,21
16953,Prestuplenie abbata Mure [Myagkaya oblozhka],Emil Zolya,8.43,67
16954,Zherminal [Myagkaya oblozhka],Emil Zolya,9.72,91
16955,Zapadnya [Myagkaya oblozhka],Emil Zolya,9.35,60
16956,The Picture of Dorian Gray [Myagkaya oblozhka],Oscar Wilde,7.70,1
16957,Kak vazhno byt sereznym [Myagkaya oblozhka],Oscar Wilde,5.68,40
16958,The Adventures of Tom Sawyer [Myagkaya oblozhka],Mark Twain,7.15,53
16959,Priklyucheniya Geklberri Finna [Myagkaya oblozhka],Mark Twain,7.52,22
16960,Yanki iz Konnektikuta pri dvore korolya Artura [Myagkaya oblozhka],Mark Twain,7.88,19
16961,Drakula [Myagkaya oblozhka],Brem Stoker,8.80,60
16962,Mashina vremeni [Myagkaya oblozhka],Gerbert Uells,6.60,8
16963,Chelovek-nevidimka [Myagkaya oblozhka],Gerbert Uells,6.78,0
16964,Voyna mirov [Myagkaya oblozhka],Gerbert Uells,7.15,39
16965,Etyud v bagrovykh tonakh [Myagkaya oblozhka],Arthur Conan Doyle,6.42,89
16966,Sobaka Baskerviley [Myagkaya oblozhka],Arthur Conan Doyle,6.97,24
16967,The Adventures of Sherlock Holmes [Myagkaya oblozhka],Arthur Conan Doyle,8.98,25
16968,Martin Iden [Myagkaya oblozhka],Dzhek London,8.80,88
16969,Zov predkov [Myagkaya oblozhka],Dzhek London,6.23,12
16970,Belyy Klyk [Myagkaya oblozhka],Dzhek London,6.60,68
16971,Uliss [Myagkaya oblozhka],Dzheyms Dzhoys,15.58,58
16972,Dublintsy [Myagkaya oblozhka],Dzheyms Dzhoys,7.52,42
16973,Portret khudozhnika v yunosti [Myagkaya oblozhka],Dzheyms Dzhoys,8.43,12
16974,Protsess [Myagkaya oblozhka],Franz Kafka,7.88,7
16975,Zamok [Myagkaya oblozhka],Franz Kafka,8.25,79
16976,The Metamorphosis [Myagkaya oblozhka],Franz Kafka,5.87,59
16977,V poiskakh utrachennogo vremeni [Myagkaya oblozhka],Marsel Prust,25.67,76
16978,Volshebnaya gora [Myagkaya oblozhka],Tomas Mann,14.30,20
16979,Buddenbroki [Myagkaya oblozhka],Tomas Mann,13.20,8
16980,Smert v Venetsii [Myagkaya oblozhka],Tomas Mann,6.05,44
16981,Stepnoy volk [Myagkaya oblozhka],German Gesse,8.07,81
16982,Igra v biser [Myagkaya oblozhka],German Gesse,10.82,71
16983,Siddkhartkha [Myagkaya oblozhka],German Gesse,6.42,28
16984,The Great Gatsby [Myagkaya oblozhka],Frensis Skott Fitsdzherald,7.52,44
16985,Noch nezhna [Myagkaya oblozhka],Frensis Skott Fitsdzherald,8.43,80
16986,"Proshchay, oruzhie! [Myagkaya oblozhka]",Ernest Hemingway,8.07,1
16987,Po komu zvonit kolokol [Myagkaya oblozhka],Ernest Hemingway,9.90,24
16988,Starik i more [Myagkaya oblozhka],Ernest Hemingway,6.42,35
16989,A Moveable Feast [Myagkaya oblozhka],Ernest Hemingway,7.52,36
16990,The Sound and the Fury [Myagkaya oblozhka],William Faulkner,8.98,54
16991,As I Lay Dying [Myagkaya oblozhka],William Faulkner,7.88,74
16992,On the Road [Myagkaya oblozhka],John Steinbeck,7.70,93
16993,The Grapes of Wrath [Myagkaya oblozhka],John Steinbeck,10.63,39
16994,Of Mice and Men [Myagkaya oblozhka],John Steinbeck,6.05,47
16995,All Quiet on the Western Front [Myagkaya oblozhka],Erich Maria Remarque,8.25,79
16996,Three Comrades [Myagkaya oblozhka],Erich Maria Remarque,8.98,98
16997,Arch of Triumph [Myagkaya oblozhka],Erich Maria Remarque,9.53,51
16998,The Black Obelisk [Myagkaya oblozhka],Erich Maria Remarque,9.35,32
16999,Heaven Has No Favorites [Myagkaya oblozhka],Erich Maria Remarque,8.43,71
17000,The Master and Margarita [Myagkaya oblozhka],Mikhail Bulgakov,10.08,69
17001,Heart of a Dog [Myagkaya oblozhka],Mikhail Bulgakov,6.42,82
17002,The White Guard [Myagkaya oblozhka],Mikhail Bulgakov,7.88,84
17003,The Fatal Eggs [Myagkaya oblozhka],Mikhail Bulgakov,5.68,25
17004,And Quiet Flows the Don [Myagkaya oblozhka],Mikhail Sholokhov,17.97,9
17005,Fate of a Man [Myagkaya oblozhka],Mikhail Sholokhov,5.50,75
17006,Doctor Zhivago [Myagkaya oblozhka],Boris Pasternak,11.37,19
17007,We [Myagkaya oblozhka],Yevgeny Zamyatin,7.15,13
17008,The Twelve Chairs [Myagkaya oblozhka],"Ilya Ilf, Yevgeny Petrov",8.80,93
17009,Zolotoy telenok [Myagkaya oblozhka],"Ilya Ilf, Yevgeny Petrov",8.98,27
17010,Kotlovan [Myagkaya oblozhka],Andrey Platonov,6.97,35
17011,Chevengur [Myagkaya oblozhka],Andrey Platonov,9.53,22
17012,Odin den Ivana Denisovicha [Myagkaya oblozhka],Aleksandr Solzhenitsyn,6.42,33
17013,Arkhipelag GULAG [Myagkaya oblozhka],Aleksandr Solzhenitsyn,20.17,72
17014,Rakovyy korpus [Myagkaya oblozhka],Aleksandr Solzhenitsyn,10.63,13
17015,Moskva — Petushki [Myagkaya oblozhka],Venedikt Erofeev,6.60,16
17016,Zapovednik [Myagkaya oblozhka],Sergey Dovlatov,6.78,66
17017,Chemodan [Myagkaya oblozhka],Sergey Dovlatov,6.42,75
17018,Solo na undervude [Myagkaya oblozhka],Sergey Dovlatov,5.87,82
17019,1984 [Myagkaya oblozhka],George Orwell,7.70,98
17020,Skotnyy dvor [Myagkaya oblozhka],George Orwell,5.68,49
17021,Brave New World [Myagkaya oblozhka],Aldous Huxley,7.88,42
17022,451 gradus po Farengeytu [Myagkaya oblozhka],Ray Bradbury,7.52,73
17023,Marsianskie khroniki [Myagkaya oblozhka],Ray Bradbury,8.07,98
17024,Vino iz oduvanchikov [Myagkaya oblozhka],Ray Bradbury,7.70,75
17025,The Catcher in the Rye [Myagkaya oblozhka],Dzh. D. Selindzher,7.15,77
17026,Povelitel mukh [Myagkaya oblozhka],Uilyam Golding,7.33,35
17027,To Kill a Mockingbird [Myagkaya oblozhka],Harper Lee,8.43,94
17028,Zavodnoy apelsin [Myagkaya oblozhka],Entoni Byordzhess,7.52,78
17029,Proletaya nad gnezdom kukushki [Myagkaya oblozhka],Ken Kizi,8.62,85
17030,Boynya nomer pyat [Myagkaya oblozhka],Kurt Vonnegut,7.52,60
17031,Kolybel dlya koshki [Myagkaya oblozhka],Kurt Vonnegut,7.33,26
17032,One Hundred Years of Solitude [Myagkaya oblozhka],Gabriel Garcia Marquez,9.72,21
17033,Lyubov vo vremya chumy [Myagkaya oblozhka],Gabriel Garcia Marquez,9.35,0
17034,Khronika obyavlennoy smerti [Myagkaya oblozhka],Gabriel Garcia Marquez,6.23,100
17035,Igra v klassiki [Myagkaya oblozhka],Khulio Kortasar,10.27,29
17036,Vymysly [Myagkaya oblozhka],Khorkhe Luis Borkhes,7.70,27
17037,Alef [Myagkaya oblozhka],Khorkhe Luis Borkhes,7.52,11
17038,Pedofil (Lolita) [Myagkaya oblozhka],Vladimir Nabokov,8.98,78
17039,Zashchita Luzhina [Myagkaya oblozhka],Vladimir Nabokov,7.88,18
17040,Priglashenie na kazn [Myagkaya oblozhka],Vladimir Nabokov,7.70,18
17041,"Khobbit, ili Tuda i obratno [Myagkaya oblozhka]",Dzh. R. R. Tolkin,8.25,21
17042,Vlastelin kolets: Bratstvo Koltsa [Myagkaya oblozhka],Dzh. R. R. Tolkin,11.37,60
17043,Vlastelin kolets: Dve kreposti [Myagkaya oblozhka],Dzh. R. R. Tolkin,11.37,0
17044,Vlastelin kolets: Vozvrashchenie korolya [Myagkaya oblozhka],Dzh. R. R. Tolkin,11.92,41
17045,Silmarillion [Myagkaya oblozhka],Dzh. R. R. Tolkin,10.63,9
17046,"Khroniki Narnii: Lev, koldunya i platyanoy shkaf [Myagkaya oblozhka]",K. S. Lyuis,7.15,6
17047,Dyuna [Myagkaya oblozhka],Frenk Gerbert,12.47,17
17048,Messiya Dyuny [Myagkaya oblozhka],Frenk Gerbert,9.53,65
17049,Deti Dyuny [Myagkaya oblozhka],Frenk Gerbert,10.08,56
17050,Osnovanie [Myagkaya oblozhka],Ayzek Azimov,8.80,54
17051,"Ya, Robot [Myagkaya oblozhka]",Ayzek Azimov,7.70,85
17052,Solyaris [Myagkaya oblozhka],Stanislav Lem,7.88,60
17053,Nepobedimyy [Myagkaya oblozhka],Stanislav Lem,7.52,41
17054,Piknik na obochine [Myagkaya oblozhka],Arkadiy i Boris Strugatskie,7.70,38
17055,Trudno byt bogom [Myagkaya oblozhka],Arkadiy i Boris Strugatskie,7.15,64
17056,Ponedelnik nachinaetsya v subbotu [Myagkaya oblozhka],Arkadiy i Boris Strugatskie,7.52,97
17057,Obitaemyy ostrov [Myagkaya oblozhka],Arkadiy i Boris Strugatskie,8.43,15
17058,Avtostopom po galaktike [Myagkaya oblozhka],Duglas Adams,6.97,30
17059,Neyromant [Myagkaya oblozhka],Uilyam Gibson,8.25,71
17060,Mechtayut li androidy ob elektroovtsakh? [Myagkaya oblozhka],Filip K. Dik,7.70,50
17061,Chelovek v vysokom zamke [Myagkaya oblozhka],Filip K. Dik,8.07,48
17062,Garri Potter i filosofskiy kamen [Myagkaya oblozhka],Dzh. K. Rouling,10.08,99
17063,Garri Potter i Taynaya komnata [Myagkaya oblozhka],Dzh. K. Rouling,10.27,49
17064,Garri Potter i uznik Azkabana [Myagkaya oblozhka],Dzh. K. Rouling,10.63,90
17065,Garri Potter i Kubok ognya [Myagkaya oblozhka],Dzh. K. Rouling,12.65,60
17066,Garri Potter i Orden Feniksa [Myagkaya oblozhka],Dzh. K. Rouling,13.75,45
17067,Garri Potter i Prints-polukrovka [Myagkaya oblozhka],Dzh. K. Rouling,13.02,39
17068,Garri Potter i Dary Smerti [Myagkaya oblozhka],Dzh. K. Rouling,14.30,66
17069,Igra prestolov [Myagkaya oblozhka],Dzhordzh R. R. Martin,13.20,40
17070,Bitva koroley [Myagkaya oblozhka],Dzhordzh R. R. Martin,13.57,67
17071,Burya mechey [Myagkaya oblozhka],Dzhordzh R. R. Martin,14.85,10
17072,Pir stervyatnikov [Myagkaya oblozhka],Dzhordzh R. R. Martin,14.30,77
17073,Tanets s drakonami [Myagkaya oblozhka],Dzhordzh R. R. Martin,15.58,27
17074,Vedmak: Poslednee zhelanie [Myagkaya oblozhka],Andzhey Sapkovskiy,8.80,21
17075,Vedmak: Mech Prednaznacheniya [Myagkaya oblozhka],Andzhey Sapkovskiy,8.98,81
17076,Vedmak: Krov elfov [Myagkaya oblozhka],Andzhey Sapkovskiy,9.35,35
17077,Kladbishche domashnikh zhivotnykh [Myagkaya oblozhka],Stiven King,9.53,91
17078,Siyanie [Myagkaya oblozhka],Stiven King,10.08,18
17079,Ono [Myagkaya oblozhka],Stiven King,16.32,55
17080,Temnaya bashnya: Strelok [Myagkaya oblozhka],Stiven King,8.80,71
17081,Zelenaya milya [Myagkaya oblozhka],Stiven King,9.35,56
17082,11/22/63 [Myagkaya oblozhka],Stiven King,14.48,62
17083,Kod da Vinchi [Myagkaya oblozhka],Den Braun,8.98,88
17084,Angely i demony [Myagkaya oblozhka],Den Braun,8.80,100
17085,Inferno [Myagkaya oblozhka],Den Braun,9.53,32
17086,Alkhimik [Myagkaya oblozhka],Paulo Koelo,6.97,87
17087,Ten vetra [Myagkaya oblozhka],Karlos Ruis Safon,9.90,15
17088,Tsvety dlya Eldzhernona [Myagkaya oblozhka],Deniel Kiz,8.25,71
17089,Mnozhestvennye umy Billi Milligana [Myagkaya oblozhka],Deniel Kiz,9.35,55
17090,Shantaram [Myagkaya oblozhka],Gregori Devid Roberts,14.30,83
17091,"Esh, molis, lyubi [Myagkaya oblozhka]",Elizabet Gilbert,8.07,44
17092,Begushchiy za vetrom [Myagkaya oblozhka],Khaled Khosseyni,8.98,22
17093,Tysyacha siyayushchikh solntsa [Myagkaya oblozhka],Khaled Khosseyni,9.35,3
17094,Oblachnyy atlas [Myagkaya oblozhka],Devid Mitchell,10.27,46
17095,Zadacha trekh tel [Myagkaya oblozhka],Lyu Tsysin,10.82,59
17096,Tyomnyy les [Myagkaya oblozhka],Lyu Tsysin,11.37,98
17097,Vechnaya zhizn Smerti [Myagkaya oblozhka],Lyu Tsysin,12.47,85
17098,Klara i Solntse [Myagkaya oblozhka],Kadzuo Isiguro,9.53,44
17099,Ne otpuskay menya [Myagkaya oblozhka],Kadzuo Isiguro,8.80,93
17100,Ostatok dnya [Myagkaya oblozhka],Kadzuo Isiguro,8.62,54
17101,Okhota na ovets [Myagkaya oblozhka],Kharuki Murakami,8.98,27
17102,Norvezhskiy les [Myagkaya oblozhka],Kharuki Murakami,8.80,78
17103,Kafka na plyazhe [Myagkaya oblozhka],Kharuki Murakami,10.08,71
17104,1Q84 [Myagkaya oblozhka],Kharuki Murakami,13.20,24
17105,S.N.U.F.F. [Myagkaya oblozhka],Viktor Pelevin,9.35,48
17106,Generation «P» [Myagkaya oblozhka],Viktor Pelevin,8.43,47
17107,Chapaev i Pustota [Myagkaya oblozhka],Viktor Pelevin,8.80,22
17108,Lavr [Myagkaya oblozhka],Evgeniy Vodolazkin,9.72,95
17109,Aviator [Myagkaya oblozhka],Evgeniy Vodolazkin,9.35,1
17110,Zuleykha otkryvaet glaza [Myagkaya oblozhka],Guzel Yakhina,9.53,25
17111,Deti moi [Myagkaya oblozhka],Guzel Yakhina,9.90,56
17112,Eshelon na Samarkand [Myagkaya oblozhka],Guzel Yakhina,10.08,46
17113,The Bible [Tverdyy pereplet],Holy Scripture,22.67,67
17114,Epic of Gilgamesh [Tverdyy pereplet],Unknown,8.50,24
17115,Iliad [Tverdyy pereplet],Homer,10.39,0
17116,Odyssey [Tverdyy pereplet],Homer,10.58,75
17117,Mahabharata [Tverdyy pereplet],Vyasa,28.33,39
17118,Ramayana [Tverdyy pereplet],Valmiki,16.06,42
17119,Tao Te Ching [Tverdyy pereplet],Laozi,7.18,12
17120,The Art of War [Tverdyy pereplet],Sun Tzu,6.61,47
17121,The Republic [Tverdyy pereplet],Plato,9.07,32
